Weather Conditions,Province,Road Type,Vehicles type,Time Period,Suspected Cause,Accident Characteristics,Hour,Severity
0,3,5,8,3,16,29,9,3
0,52,1,9,3,15,8,9,0
0,75,1,5,3,31,35,9,0
0,76,1,10,3,16,35,9,1
0,54,1,6,2,42,7,10,0
5,9,1,8,2,16,35,10,0
5,8,1,8,2,26,35,10,0
5,9,1,8,2,26,29,10,1
5,9,1,10,2,26,7,10,0
0,54,1,3,2,54,22,11,1
5,8,1,8,2,16,29,11,1
0,47,1,10,2,16,35,11,1
0,27,1,10,2,16,35,11,1
0,8,1,10,5,16,7,12,0
0,20,1,8,5,49,35,12,1
0,18,1,15,0,16,35,13,0
0,48,1,8,0,69,35,13,1
0,15,1,8,0,14,22,13,3
2,72,5,6,0,15,58,13,0
0,18,1,15,0,16,35,13,0
0,9,1,8,0,42,7,13,0
0,2,1,15,0,16,35,13,0
0,54,1,10,0,42,7,14,0
0,9,1,6,0,16,35,14,0
0,64,1,5,0,16,7,14,0
0,54,1,6,0,16,7,14,0
0,31,1,3,0,16,35,14,3
0,21,1,3,0,16,7,14,3
0,61,1,4,0,69,35,14,1
0,30,1,3,0,42,35,14,3
0,19,1,8,0,16,35,14,0
0,52,1,8,0,16,7,15,0
0,24,1,8,0,16,7,15,0
0,45,4,14,0,16,35,15,0
0,8,1,10,0,16,35,15,0
0,2,1,10,0,16,35,15,0
0,2,1,3,0,16,7,15,1
0,9,1,8,0,16,7,15,0
0,76,5,5,0,100,7,16,0
0,23,1,8,0,69,35,17,1
0,7,1,8,0,16,7,18,0
0,9,0,6,0,16,7,18,1
0,2,1,10,4,16,7,20,0
0,7,1,8,4,16,35,21,3
0,34,1,10,4,16,35,21,1
0,48,1,8,4,16,7,21,1
0,6,1,15,4,16,35,23,0
6,58,1,8,4,16,7,23,0
5,55,1,3,0,15,0,18,3
0,2,1,10,1,16,7,0,1
0,54,1,6,1,16,7,0,0
0,69,1,6,1,69,35,0,1
0,6,1,8,1,69,35,1,0
0,4,1,10,1,16,35,1,2
0,58,4,4,1,69,35,1,2
0,15,1,8,1,69,35,2,0
0,58,5,8,1,69,36,2,2
0,52,7,10,1,28,146,3,2
0,61,1,6,1,16,35,5,0
0,9,1,4,1,69,7,5,3
0,36,5,10,1,16,29,5,1
0,2,1,8,3,16,35,6,0
0,10,5,5,3,15,145,7,2
0,72,4,10,3,16,35,7,0
0,17,1,8,3,49,35,8,0
0,32,1,8,3,49,35,8,1
0,48,5,5,3,16,35,8,1
0,4,1,15,3,16,35,9,0
0,28,1,10,3,16,35,9,1
0,19,1,8,3,16,7,9,0
0,23,1,3,3,16,35,9,2
0,9,1,6,3,16,7,9,0
0,59,1,8,2,16,7,10,1
0,49,1,8,2,69,35,10,0
0,61,1,10,2,91,142,10,0
0,52,1,8,2,16,7,11,0
0,27,1,10,2,77,7,11,1
0,19,1,8,2,16,35,11,1
0,9,1,10,2,42,7,11,0
0,64,1,6,2,42,7,11,3
0,8,1,8,2,16,7,11,0
0,9,1,10,5,42,7,12,0
0,19,1,5,0,16,35,13,1
0,58,1,10,0,14,22,13,1
0,30,7,5,0,42,29,13,3
0,52,1,8,0,16,7,14,1
0,65,1,5,0,90,35,14,0
0,52,1,8,0,16,7,15,0
0,2,1,10,0,16,7,15,0
0,66,1,8,0,16,35,16,0
0,8,1,10,0,16,7,16,2
0,59,1,8,0,16,7,17,0
0,72,1,3,0,16,7,17,1
0,77,5,8,0,65,36,17,0
5,19,5,6,0,16,36,17,1
0,19,5,6,0,16,36,18,0
5,19,1,8,0,16,35,18,1
0,27,1,10,0,16,35,18,1
0,52,1,10,4,16,7,19,0
0,35,1,10,4,16,7,19,0
0,14,5,8,4,16,36,20,1
0,35,5,8,4,16,36,20,1
0,67,1,3,4,16,22,20,3
0,74,1,8,4,16,35,21,0
0,9,1,10,4,44,152,21,0
5,70,1,7,4,16,35,22,0
5,70,1,8,4,16,35,22,3
0,54,1,8,4,16,7,22,0
0,67,1,7,4,16,29,22,2
0,70,1,8,4,16,35,22,1
0,66,5,3,4,15,148,22,3
0,57,1,10,4,16,35,22,2
0,7,1,8,4,16,35,23,0
0,60,1,8,4,42,7,23,3
0,19,5,10,3,69,0,7,3
0,2,1,9,4,12,0,19,1
0,55,7,3,4,15,3,19,3
0,12,1,7,1,16,22,0,0
0,76,5,3,1,16,36,0,2
0,59,5,10,1,16,36,1,1
0,8,1,10,1,16,35,1,0
0,73,4,8,1,16,35,1,1
0,19,1,7,1,16,7,2,0
0,6,1,10,1,16,7,2,1
0,45,1,3,1,16,35,2,3
0,54,1,10,1,16,35,2,1
0,5,1,5,1,69,35,2,0
0,2,1,8,1,16,7,2,1
0,58,1,8,1,16,35,3,0
0,5,1,5,1,69,35,4,3
0,9,1,6,1,16,7,4,0
0,74,4,8,1,16,36,4,0
0,27,1,8,1,16,7,5,0
0,36,1,3,1,16,29,5,1
0,52,1,10,3,16,7,6,1
0,36,1,10,3,69,35,6,0
0,2,1,8,3,16,7,6,0
0,74,1,8,3,69,35,7,1
0,6,1,8,3,16,35,7,0
0,2,1,10,3,16,7,7,0
0,60,1,7,3,16,22,7,3
0,64,1,7,3,16,22,7,2
0,74,5,8,3,16,29,7,0
0,66,5,10,3,16,29,8,3
0,75,1,3,3,16,35,9,3
0,71,5,6,3,16,152,9,0
0,54,1,6,3,100,7,9,0
0,9,1,10,2,42,7,10,0
0,38,1,3,2,42,7,10,3
0,44,1,8,2,16,7,10,3
0,6,1,10,2,16,35,11,2
0,24,5,8,2,23,36,11,1
0,76,5,6,2,16,152,11,1
0,54,1,5,2,100,7,11,1
0,19,1,10,2,16,35,11,2
0,52,1,10,5,16,7,12,0
0,17,1,8,5,69,35,12,0
0,1,1,8,5,82,35,12,1
0,49,1,10,0,16,35,13,2
0,62,4,8,0,14,22,13,1
0,20,1,10,0,16,7,14,1
0,60,1,8,0,16,35,14,1
0,14,5,10,0,16,35,15,2
0,4,1,8,0,69,35,15,3
0,61,4,8,0,42,7,15,0
0,58,1,8,0,69,35,16,1
0,68,5,10,0,23,36,16,1
0,54,7,8,0,17,35,17,0
0,67,7,10,0,42,7,17,3
0,33,5,8,0,16,7,17,2
0,69,4,3,0,42,7,18,1
0,2,7,0,0,64,22,18,1
0,9,1,10,0,16,35,18,1
0,6,1,15,4,16,35,19,0
0,52,7,8,4,0,7,20,0
0,64,0,8,4,16,36,20,0
0,71,4,8,4,42,7,21,1
0,9,1,10,4,44,22,22,0
0,7,7,8,4,16,35,22,1
0,44,1,10,4,16,35,22,1
0,52,5,10,4,36,17,23,0
0,31,1,10,4,16,35,23,2
0,45,4,6,4,42,28,23,0
0,10,1,3,0,15,0,14,3
0,19,1,3,0,15,3,18,2
0,52,1,0,0,0,7,18,0
0,27,1,8,1,49,7,0,0
0,61,6,10,1,16,22,0,0
0,54,1,7,1,16,29,0,3
0,47,4,10,1,16,36,0,0
0,69,1,8,1,69,35,1,2
0,60,1,5,1,69,22,3,2
0,40,1,10,1,16,35,3,0
0,17,1,10,1,16,35,3,2
0,1,1,8,1,16,35,4,1
0,19,1,8,1,23,35,5,0
0,21,1,8,1,16,7,5,3
0,49,5,8,3,16,36,6,1
0,72,1,10,3,16,35,6,0
0,26,1,8,3,16,35,6,0
0,49,1,10,3,16,7,7,1
0,26,1,8,3,16,7,7,3
0,59,4,10,3,16,36,7,1
0,23,1,8,3,16,35,7,1
0,19,1,10,3,16,35,7,1
0,59,1,8,3,16,35,8,1
0,77,5,8,3,69,29,8,0
0,61,1,3,3,16,35,8,0
0,29,4,10,3,38,28,9,0
0,33,1,10,3,16,7,9,0
0,39,4,7,3,16,35,9,0
0,19,1,10,3,16,35,9,1
0,59,4,3,2,16,7,10,1
0,33,1,8,2,16,35,10,1
0,59,1,10,2,16,35,11,0
0,50,1,7,2,16,7,11,1
0,37,1,10,5,16,35,12,2
0,27,1,10,5,16,7,12,0
0,32,5,10,5,16,36,12,2
0,64,0,6,0,16,36,13,0
0,46,1,10,0,42,29,14,3
0,61,4,3,0,42,7,14,1
0,15,1,15,0,16,35,14,0
0,4,1,8,0,16,35,15,1
0,24,5,15,0,16,22,16,0
0,63,1,8,0,16,35,16,1
0,52,7,6,0,39,94,16,0
0,15,1,3,0,16,22,16,1
0,31,5,10,0,16,36,16,0
0,59,1,8,0,16,35,16,1
0,16,1,8,0,49,35,16,1
0,69,1,10,0,16,35,17,1
0,21,1,3,0,69,35,17,1
0,21,1,8,0,85,29,17,3
0,29,1,5,0,16,35,17,1
0,14,6,12,0,16,7,18,1
0,9,1,10,0,49,35,18,0
0,7,1,8,0,42,3,18,3
0,74,5,15,4,16,36,21,0
0,58,1,5,4,16,7,22,0
0,13,1,8,4,16,35,23,1
0,75,1,3,4,42,22,23,3
0,5,1,10,4,16,7,23,3
0,8,4,10,4,14,22,23,3
0,15,1,3,4,16,35,23,3
0,2,1,0,0,0,22,14,0
0,48,1,10,1,42,7,0,1
0,51,1,2,1,101,11,0,1
0,20,4,8,1,42,7,0,3
0,71,1,3,1,84,35,0,1
0,33,1,3,1,15,51,1,1
0,8,1,3,1,42,7,1,3
0,2,5,3,1,16,152,1,2
0,58,5,8,1,69,36,1,0
0,9,1,8,1,16,7,2,0
0,22,1,3,1,14,22,2,3
0,7,5,8,1,49,36,3,0
0,9,5,8,1,16,36,3,1
0,11,1,8,1,69,35,3,0
0,12,4,7,1,16,7,3,0
0,62,1,3,1,16,35,4,3
0,28,1,6,1,16,7,4,1
0,19,1,10,1,16,35,4,0
0,19,1,8,1,16,35,4,2
0,60,1,8,1,16,35,4,1
0,72,5,8,1,16,36,4,0
0,38,1,3,1,16,35,4,3
0,7,1,8,1,69,35,5,0
0,27,1,5,1,22,3,5,3
0,64,1,8,1,16,35,5,0
0,36,7,3,1,16,46,5,1
0,28,1,10,1,16,35,5,1
0,66,4,3,3,69,35,6,2
0,19,1,8,3,69,35,6,0
0,45,4,7,3,69,35,6,0
0,33,1,8,3,69,35,6,1
0,66,1,4,3,16,7,7,1
0,12,5,10,3,16,36,7,1
0,18,5,8,3,69,36,7,0
0,17,1,3,3,15,90,7,1
0,19,5,5,3,16,36,8,0
0,55,1,3,3,15,8,8,3
0,11,1,8,3,16,35,8,0
2,71,5,3,3,16,152,8,1
0,36,1,3,3,16,29,8,1
0,58,1,10,3,44,35,8,1
0,2,1,10,3,16,35,8,1
0,72,7,3,3,42,7,8,2
0,44,4,10,3,16,7,8,1
0,28,1,6,3,16,7,8,0
0,31,1,3,3,14,22,8,1
0,72,1,3,3,16,35,8,1
0,76,1,8,3,16,35,8,2
0,57,5,3,3,69,145,8,1
0,73,1,5,3,69,35,8,0
0,49,1,5,3,16,7,8,0
0,39,7,3,3,12,37,8,1
0,2,1,6,3,16,22,8,0
0,66,1,10,3,49,35,8,1
0,38,4,8,3,42,29,9,2
0,20,1,3,3,15,139,9,1
0,66,1,10,3,16,7,9,1
0,72,1,8,3,42,7,9,2
0,76,1,3,3,16,7,9,1
0,55,4,6,2,42,7,10,1
0,48,1,3,2,100,7,10,1
0,19,1,8,2,42,29,10,0
0,53,1,3,2,57,80,10,1
0,61,1,3,2,42,7,10,1
0,73,7,3,2,21,139,10,1
0,17,1,7,2,16,7,10,3
0,67,4,8,2,42,28,10,3
0,15,1,8,2,42,29,10,1
0,45,1,3,2,21,81,10,2
0,74,1,10,2,42,29,10,3
0,74,1,10,2,42,29,10,3
0,30,4,8,2,16,35,10,2
0,8,1,10,2,42,7,11,1
0,2,1,9,2,16,7,11,1
0,23,1,3,2,16,35,11,2
0,29,1,3,2,16,35,11,0
0,28,1,8,2,16,35,11,1
0,11,1,8,2,72,35,11,1
0,9,1,10,2,16,35,11,0
0,64,1,5,2,42,7,11,1
0,35,1,8,2,90,7,11,2
0,35,1,8,2,16,7,11,1
0,30,7,1,5,21,4,12,1
0,71,5,3,5,84,22,12,1
0,68,1,3,5,16,35,12,1
0,50,5,8,5,16,35,12,1
0,59,1,10,5,42,7,12,3
0,59,1,8,0,16,7,13,0
0,50,7,10,0,102,46,13,1
0,66,4,10,0,16,7,13,1
0,22,1,8,0,49,35,13,0
0,31,1,8,0,16,35,13,1
0,41,5,8,0,69,36,13,1
0,72,1,10,0,16,35,13,1
0,72,1,8,0,16,35,13,3
0,67,1,10,0,16,7,14,1
0,49,5,8,0,23,36,14,0
0,11,1,8,0,16,7,14,0
0,61,1,3,0,69,142,14,2
0,60,4,8,0,16,7,14,1
0,56,1,8,0,16,7,14,1
0,71,5,8,0,16,36,14,3
0,6,1,10,0,16,7,14,1
0,48,1,5,0,16,35,14,1
0,70,5,8,0,16,7,14,2
0,21,1,3,0,42,7,14,1
0,69,1,8,0,49,35,14,1
0,59,1,10,0,16,7,14,0
0,25,1,8,0,69,35,14,1
0,14,4,3,0,16,7,15,3
0,2,1,10,0,16,7,15,0
0,1,1,8,0,42,7,15,2
0,72,1,8,0,16,35,15,3
0,47,1,8,0,100,7,15,0
0,3,1,12,0,42,7,15,1
0,36,1,3,0,16,7,15,3
0,33,5,10,0,16,7,15,0
0,33,4,3,0,16,35,15,1
0,31,1,3,0,16,35,15,2
0,74,1,10,0,16,7,15,1
0,30,1,3,0,16,22,15,1
0,59,1,10,0,16,7,15,0
0,10,1,3,0,15,90,15,1
0,36,4,3,0,38,29,16,1
0,67,1,10,0,16,7,16,1
0,40,1,8,0,16,35,16,1
5,19,1,6,0,16,35,16,0
0,74,5,8,0,26,152,16,0
0,27,1,5,0,16,7,16,0
0,63,6,8,0,85,29,16,1
0,53,1,8,0,49,35,16,1
0,33,4,10,0,16,7,16,1
0,55,1,3,0,21,95,16,1
0,29,1,7,0,16,7,16,1
0,74,1,3,0,16,7,16,1
0,13,1,3,0,16,22,16,1
0,58,4,3,0,42,7,16,1
0,74,5,10,0,69,36,16,1
0,46,4,3,0,42,7,16,1
0,74,1,8,0,16,7,16,3
0,19,1,8,0,16,7,17,1
0,33,1,3,0,21,56,17,1
0,33,1,3,0,16,35,17,1
0,19,1,6,0,16,35,17,0
0,59,1,8,0,16,7,17,0
0,48,1,3,0,16,7,17,1
0,33,4,10,0,16,35,17,1
0,24,5,3,0,84,57,17,1
2,71,1,3,0,84,35,17,1
0,56,1,2,0,42,7,17,3
0,46,1,10,0,16,35,18,1
0,24,5,8,0,16,36,18,1
0,18,5,3,0,84,36,18,1
0,3,5,10,0,16,29,18,1
0,21,4,10,0,16,7,18,1
0,73,1,10,0,16,7,18,1
0,4,1,8,0,16,29,18,2
0,8,1,10,0,16,35,18,0
0,21,1,10,0,16,35,18,0
0,66,4,10,0,42,7,18,0
0,8,7,3,0,15,34,18,1
0,21,1,5,0,16,7,18,2
0,75,7,3,4,42,46,19,3
0,13,1,3,4,16,7,19,1
0,22,7,3,4,99,14,19,1
0,60,1,10,4,16,35,19,0
0,53,7,3,4,101,42,19,3
0,52,1,8,4,16,7,19,0
0,67,1,8,4,16,35,19,0
0,76,1,3,4,16,35,19,1
0,41,7,5,4,60,8,19,3
0,13,1,3,4,16,7,19,3
0,48,1,3,4,16,22,19,1
0,49,1,3,4,15,8,19,3
0,72,7,10,4,15,8,19,0
0,58,4,3,4,42,7,19,1
0,16,1,3,4,86,11,19,1
0,57,1,3,4,16,7,19,1
0,1,1,7,4,16,22,20,2
0,67,1,10,4,16,35,20,0
0,8,1,10,4,16,7,20,3
0,15,1,10,4,16,7,20,1
0,38,1,3,4,16,35,20,2
0,50,5,8,4,16,29,20,1
0,75,4,3,4,16,36,20,3
0,58,1,8,4,69,90,20,1
0,39,5,8,4,16,7,20,1
0,42,4,10,4,22,3,20,3
0,2,7,0,4,7,7,20,0
0,67,4,8,4,42,29,21,1
0,30,1,3,4,15,48,21,1
0,68,1,3,4,15,145,21,1
0,2,1,8,4,16,7,21,0
0,64,4,3,4,38,7,21,1
2,56,5,8,4,49,36,21,0
0,8,4,8,4,84,7,21,1
2,67,1,10,4,16,22,21,0
0,24,1,8,4,16,35,22,0
0,44,4,3,4,16,7,22,1
0,23,1,3,4,42,22,22,2
0,55,1,8,4,16,35,22,0
0,20,1,8,4,69,35,22,1
0,19,1,3,4,16,35,23,3
0,59,1,8,4,69,35,23,1
0,47,1,3,4,16,35,23,1
0,55,1,3,1,15,0,5,3
0,77,5,3,0,84,0,16,1
0,52,5,10,4,69,0,22,1
2,23,1,3,1,16,35,0,2
0,7,1,10,1,16,22,0,3
0,72,5,3,1,84,152,0,1
0,24,1,10,1,16,35,0,0
0,52,1,3,1,16,35,0,3
0,60,1,10,1,16,35,1,0
0,9,1,3,1,16,35,1,1
0,55,4,8,1,16,7,1,3
0,47,4,8,1,16,7,1,0
0,71,1,3,1,84,35,1,1
0,33,1,7,1,16,35,2,0
0,71,1,8,1,42,7,2,3
0,31,1,2,1,32,35,2,1
0,58,7,3,1,15,144,2,3
0,27,1,3,1,84,35,3,3
0,46,1,6,1,77,46,3,0
0,2,1,7,1,16,7,3,0
0,71,1,3,1,16,7,4,1
0,22,1,3,1,15,65,4,2
0,19,1,5,1,42,7,4,3
0,21,1,8,1,49,35,5,0
0,36,5,3,1,16,36,5,1
0,70,1,8,1,42,7,5,1
0,70,1,8,1,49,35,5,0
0,9,1,5,3,16,35,6,0
0,77,5,8,3,69,152,6,1
0,66,1,3,3,16,35,6,3
0,64,1,10,3,16,35,6,1
0,58,1,8,3,16,7,6,0
0,13,1,10,3,16,35,6,1
0,16,1,3,3,16,35,6,1
0,2,1,8,3,16,7,6,0
0,27,5,10,3,16,7,6,1
0,59,1,10,3,16,7,6,0
0,33,4,5,3,69,35,7,1
0,18,1,10,3,69,35,7,1
0,59,1,8,3,16,35,7,1
0,10,1,3,3,69,35,7,1
0,64,4,3,3,42,7,7,3
0,66,1,3,3,16,7,7,1
0,54,1,8,3,16,35,7,0
0,57,1,3,3,21,11,7,2
0,50,1,3,3,16,35,8,3
0,62,1,8,3,15,103,8,1
0,46,1,10,3,16,35,9,3
0,74,1,8,3,42,7,9,1
0,36,1,3,3,16,35,9,1
0,18,1,8,3,69,35,9,1
0,64,1,10,3,16,35,9,1
0,19,1,3,3,44,22,9,2
0,19,5,8,3,16,36,9,0
0,49,1,10,3,16,7,9,1
0,46,5,6,3,16,36,9,1
0,66,1,3,3,69,8,9,1
0,20,1,10,3,69,35,9,1
0,71,5,8,2,16,36,10,1
0,11,1,10,2,77,46,10,0
0,6,1,10,2,16,35,10,1
0,44,1,4,2,42,7,10,3
0,11,1,3,2,16,35,10,1
0,15,1,3,2,42,29,10,1
0,50,1,3,2,16,22,10,1
0,58,5,3,2,16,36,10,3
0,66,1,3,2,16,7,10,1
0,2,1,10,2,16,7,10,1
0,64,1,3,2,15,108,10,1
0,69,1,8,2,16,7,10,1
0,13,7,10,2,42,7,10,3
0,38,6,3,2,16,7,11,1
0,72,1,3,2,42,7,11,2
0,6,5,8,2,49,36,11,1
0,21,4,8,2,16,7,11,2
0,48,7,3,2,21,53,11,3
0,32,5,3,2,84,152,11,1
0,32,5,2,2,15,90,11,1
0,67,1,8,2,16,7,11,0
0,16,1,8,2,16,7,11,0
0,15,1,10,2,16,7,11,1
0,9,1,8,2,16,7,11,0
0,58,4,6,2,100,7,11,0
0,45,1,8,5,69,35,12,1
0,64,1,3,5,15,141,12,1
0,35,1,10,5,16,35,12,1
0,55,4,3,5,16,7,12,1
0,12,1,8,5,16,7,12,0
0,36,5,3,5,16,7,12,1
0,9,1,8,0,49,35,13,0
0,64,1,3,0,85,5,13,1
0,46,1,10,0,16,35,13,1
0,54,1,10,0,100,7,13,0
0,34,1,8,0,16,29,14,3
0,23,5,3,0,42,5,14,2
0,22,1,3,0,84,35,14,2
0,14,1,10,0,42,7,14,1
0,59,1,10,0,16,7,14,1
0,10,5,6,0,16,36,14,0
0,1,4,10,0,42,7,14,1
0,52,1,10,0,42,7,14,0
0,45,1,3,0,16,35,14,2
0,3,1,3,0,42,7,14,1
0,23,1,3,0,25,144,14,1
0,14,1,8,0,16,7,14,1
0,20,1,3,0,42,7,14,1
0,67,1,5,0,69,35,15,1
0,12,5,10,0,16,36,15,1
0,24,1,10,0,16,35,15,0
0,77,5,5,0,16,36,15,0
0,71,1,10,0,16,29,15,2
0,54,1,10,0,100,7,15,0
0,14,5,15,0,28,145,15,1
0,50,1,8,0,69,35,15,1
0,74,1,3,0,16,35,15,1
0,60,4,8,0,16,7,15,0
0,17,1,10,0,16,35,15,0
0,43,1,8,0,16,35,16,1
0,17,1,3,0,15,8,16,1
0,22,1,3,0,15,98,16,2
0,15,1,8,0,69,35,16,0
0,72,5,8,0,16,36,16,1
0,72,5,3,0,16,36,16,1
0,22,1,10,0,42,7,16,3
0,57,4,3,0,16,7,16,1
0,10,1,3,0,15,4,16,1
0,50,1,3,0,16,35,16,1
0,55,1,5,0,23,7,16,1
0,59,1,6,0,77,22,16,1
0,70,5,3,0,15,145,16,2
0,69,1,8,0,16,35,16,0
0,36,4,3,0,16,35,16,1
0,72,1,3,0,102,46,16,1
0,10,1,10,0,16,35,17,0
0,8,1,2,0,15,8,17,2
2,21,1,10,0,12,8,17,1
0,77,1,10,0,85,7,17,1
0,55,5,3,0,23,35,17,1
0,53,7,3,0,83,33,17,3
0,28,4,8,0,16,36,17,1
0,33,7,8,0,42,46,17,1
0,7,4,8,0,102,7,17,2
0,15,5,8,0,87,29,18,1
0,56,5,3,0,15,56,18,2
0,1,5,3,0,15,8,18,1
0,38,1,4,0,42,7,18,2
0,72,5,3,0,84,36,18,2
0,21,5,3,0,15,147,18,3
0,68,4,10,0,42,7,18,2
0,13,1,8,0,42,7,18,2
0,71,5,10,0,16,29,18,0
0,2,1,10,0,16,7,18,0
2,44,1,3,0,15,99,18,2
0,6,1,8,0,16,35,18,0
0,15,4,3,0,14,22,18,0
0,71,1,3,4,16,29,19,3
0,63,4,8,4,16,29,19,2
0,50,1,10,4,16,7,19,1
5,59,1,8,4,16,35,19,1
0,76,5,3,4,84,145,19,1
0,71,5,8,4,16,29,19,0
0,6,1,10,4,16,29,19,1
0,2,5,3,4,84,140,19,1
0,13,1,3,4,15,11,19,1
0,71,1,3,4,16,7,19,1
0,42,1,8,4,16,7,19,1
0,45,1,8,4,16,7,19,1
2,31,5,3,4,15,147,19,1
0,49,5,3,4,84,140,19,1
0,2,7,0,4,7,7,19,1
0,47,4,10,4,16,7,19,0
0,64,0,3,4,16,35,20,2
0,38,1,11,4,16,35,20,1
0,10,1,3,4,84,35,20,1
0,27,1,8,4,16,35,20,0
0,3,7,8,4,16,46,20,0
0,9,1,10,4,16,7,20,0
0,71,4,3,4,16,7,20,1
0,54,1,8,4,100,7,20,0
0,9,1,8,4,16,7,20,2
0,59,1,3,4,16,7,20,1
0,13,1,10,4,16,35,20,1
0,55,1,8,4,63,35,20,0
0,49,7,2,4,84,40,20,1
0,72,5,8,4,16,152,20,0
0,15,4,3,4,38,7,20,1
1,73,7,2,4,98,37,20,1
0,71,1,3,4,84,35,20,1
0,47,5,10,4,15,11,20,2
0,51,1,10,4,14,22,20,0
6,15,1,3,4,84,35,21,1
0,25,5,8,4,16,36,21,2
0,20,1,10,4,14,22,21,1
0,54,1,10,4,100,7,21,0
0,14,1,3,4,16,35,21,1
0,13,1,8,4,16,35,21,0
0,72,1,3,4,84,29,21,2
0,74,5,8,4,16,7,21,2
0,20,1,3,4,42,7,21,1
0,2,1,3,4,16,35,21,1
0,33,1,3,4,16,35,21,1
0,76,1,8,4,42,7,22,0
0,2,1,10,4,16,7,22,0
0,2,1,8,4,16,7,22,3
0,24,1,8,4,84,35,22,0
0,69,4,8,4,16,7,22,0
0,64,1,3,4,20,3,22,1
0,44,4,3,4,16,7,22,1
0,38,4,10,4,16,7,22,1
0,69,1,15,4,16,35,22,0
0,32,1,6,4,16,35,23,0
0,35,1,8,4,84,35,23,1
0,22,1,3,4,15,8,23,2
0,43,1,10,4,16,35,23,0
0,53,1,3,4,23,35,23,1
0,22,1,3,4,15,8,23,2
5,59,1,8,3,25,0,6,3
0,27,1,10,3,14,0,8,3
0,63,1,10,0,84,3,13,1
5,20,5,10,4,21,0,19,1
0,2,1,10,1,16,22,0,1
0,32,1,3,1,16,22,0,1
0,33,7,3,1,16,36,0,2
0,64,1,10,1,15,141,0,2
0,33,4,8,1,16,35,0,0
0,19,5,8,1,16,36,0,1
0,44,1,8,1,16,35,0,1
0,14,1,10,1,16,29,0,3
0,27,1,8,1,16,35,0,0
0,33,1,8,1,16,35,0,0
0,37,1,8,1,16,35,0,0
0,31,1,3,1,84,35,1,1
0,27,1,3,1,69,141,1,3
0,20,1,8,1,69,35,1,1
0,60,5,7,1,69,36,1,0
0,10,1,6,1,16,35,1,0
0,55,1,10,1,23,35,1,1
0,33,1,3,1,16,35,1,2
0,20,1,3,1,15,31,2,1
0,50,5,10,1,69,36,2,0
0,60,1,3,1,16,7,2,3
0,55,1,10,1,16,35,2,2
0,27,1,10,1,16,7,2,3
4,29,5,3,1,15,11,2,3
0,44,1,10,1,16,35,2,0
0,73,1,10,1,16,35,2,2
0,60,1,8,1,69,35,2,0
0,32,1,3,1,16,22,3,1
0,43,1,3,1,16,35,3,3
0,21,1,8,1,84,35,3,0
1,28,5,8,1,98,145,3,3
0,31,1,3,1,84,35,3,1
0,14,1,3,1,16,35,3,1
0,64,1,8,1,42,35,4,1
0,33,1,10,1,69,35,4,1
0,32,1,5,1,16,35,4,0
0,2,1,10,1,16,7,4,1
0,19,1,8,1,69,3,4,3
0,5,6,10,1,69,35,5,1
0,71,1,8,1,16,7,5,1
0,20,4,10,3,14,22,6,1
0,22,1,10,3,69,11,6,2
0,60,1,8,3,69,35,6,0
0,6,1,3,3,16,35,6,3
0,71,1,3,3,16,35,7,3
0,71,1,10,3,16,35,7,3
0,20,1,6,3,69,35,7,1
0,59,1,3,3,16,7,7,1
0,60,1,8,3,69,35,7,0
0,73,1,8,3,49,35,7,0
0,66,1,10,3,16,7,7,3
0,63,1,3,3,84,35,8,1
0,21,1,3,3,42,7,8,2
0,75,5,8,3,97,147,8,3
0,64,1,3,3,15,90,8,1
0,33,5,3,3,16,36,8,2
0,5,5,8,3,16,7,8,3
0,19,1,8,3,16,35,8,3
0,43,1,3,3,42,7,8,2
0,41,1,10,3,69,35,8,3
0,25,1,3,3,15,41,8,3
0,36,1,3,3,84,35,8,1
0,51,1,3,3,14,141,8,1
0,2,1,10,3,16,7,9,0
0,42,4,8,3,42,29,9,2
0,58,1,10,3,16,7,9,0
0,12,5,8,3,16,29,9,2
0,2,1,10,3,16,7,9,0
0,2,1,8,3,16,7,9,1
0,41,1,3,3,72,35,9,1
0,42,1,3,2,16,22,10,3
0,7,7,10,2,42,7,10,0
0,66,5,1,2,84,4,10,1
0,13,1,3,2,16,35,10,1
0,70,4,3,2,85,7,10,1
0,15,4,8,2,38,29,10,3
0,9,1,10,2,16,7,10,1
0,20,1,3,2,21,60,10,1
0,35,5,8,2,69,36,10,2
0,46,1,8,2,16,7,10,1
0,58,1,10,2,16,7,10,0
0,64,7,3,2,16,35,10,1
0,5,1,10,2,49,35,10,1
0,42,1,10,2,42,7,10,0
0,33,1,8,2,42,7,10,2
0,21,5,3,2,16,7,10,3
0,15,1,3,2,84,3,11,1
0,70,1,8,2,16,7,11,1
0,64,1,3,2,14,22,11,1
0,33,7,3,2,28,40,11,1
0,20,1,8,2,16,35,11,1
0,64,7,10,2,16,7,11,1
0,15,5,3,2,21,145,11,1
0,22,7,3,2,15,90,11,2
0,21,4,8,2,42,7,11,1
0,73,1,3,2,15,143,11,3
0,70,1,10,2,16,7,11,0
0,44,1,8,2,16,7,11,1
0,12,1,3,2,15,64,11,1
0,75,1,3,2,21,136,11,1
0,17,1,8,2,15,8,11,3
0,62,1,8,2,42,35,11,1
0,35,4,3,2,16,7,11,1
0,9,1,8,2,49,7,11,1
